id,text,label
L-b549a1MdpFp4IHKkWMUA,"I love cirque performances. I watched World's Apart multiple times, and visited a couple of shows both at home and in Vegas. However, I felt this show was a bit lacking. Don't get me wrong, the show alone is a good show...but compared to their other shows, it just didn't stand out for me. It's mostly dancing...I was expecting mostly an acrobatic show full of wow...but even the acrobatics were mild in comparison to other shows.Dancing shows are fine and all, I don't mind it. But their timing was off and almost sloppy during this particular performance (people falling behind the rest of the group, people forgetting moves, etc). I loved the special effects and lighting...I loved all the audience participation. The music was great. There were laughable moments. I did enjoy myself, but I feel the price wasn't worth it. There were about 3 or 4 performances I truly enjoyed, the rest was just kinda blah.",3
KbwvfvEWJXIVk5gSJ6xmZA,"First of all, the ""perfect"" margarita was not perfect. The appetizers were good, but not great. 
The crazy thing when we get the check at around 5:30pm it doesn't have the happy hour prices of half off. When we asked if they were the correct prices the waitress said yes that meant the margaritas were $18 really really totally not worth it and to top it off the hostess at the door said they don't really know the prices. Also seemed like they were short staffed and didn't have any napkins my sister had to easy all-you-can-eat ribs with only one napkin!  Sorry applebees i really love you but will not be returning to your Craig road location. 
For spending well over $100 could have had a better experience somewhere else.",2
44t3KUm0T1d0YwnsRFXIbA,"Food: 5 stars, service: 1 star. 

We head in, about 6pm on a Saturday. The bar and the inside are packed, we're looking for a patio seat. We give the hostess our names and she quotes us 45 minutes for the patio, and tell her we are going to grab some drinks.

No drink prices on the menu. While checking out the menu, I ask a girl what the price of a drink is. She tells me she's 18 so doesn't know, ask another server or the bartender. So I ask a server. He tells me he also doesn't know, ask the bartender. I ask the bartender, she doesn't know and has to check their POS. Rinse and repeat for 2 drinks. No one seems to know the pricing. If your wait staff doesn't know, just put it on the menu. Why the guessing game? 

No seats at the bar so we head outside to at least enjoy the weather. To our surprise there are 8-9 open tables on the patio. Why a 45 minute wait??? We pick a table and sit down. The hostess comes out and tells us we can sit there, but they are ""catching up on the tables inside so can't wait on us"" - you have empty tables on a Saturday night. Why not just have enough wait staff to accommodate? It is Saturday after all. You are a restaurant in one of the busiest, trendiest restaurant districts in the city. Get it together. 

We finish our drinks. ~15 minutes later, a different hostess comes out and asks us if we need a server. We tell her yes. She hands us menus. We wait another ~20 minutes, no one has seen us and she comes out to seat another table. ""Has your waitress seen you yet?"" ""No, we don't even have waters.""

She sends out the managers. We place our order. I ask if we can at least have a drink comped. Sure. She walks away, forgetting to ask what we were drinking; comes back out a couple minutes later to ask. 

The food was delicious. It'll keep me coming back, and I'm sure that is the one and only saving grace of this restaurant and why it's still around.",2
0IndQdYNplPcrHFKLJzGhA,Ate here two nights in a row as I was staying at the hotel with a business group.  While a little understaffed service was friendly and beyond efficient.  The menu was enjoyed by all and I can whole hartedly recommend.  Ask for the bar menu to have even more choices.,4
DeU02nJKhGlfr28I7kBsaQ,"I'd love to give this salon a better review. My tech, Johnny, was so nice and the owner made me giggle the entire time I was there as I overheard him talk. Alas, I can't! 3 stars at most. 
First off, the salon is in desperate need of a good cleaning. There is nail powder covering everything, dirty cotton balls on the floor-not good. I will say that in spite of this I know he used sanitized tools, and that they line their pedicure basins. 

The biggest compliment I have is that they have like a MILLION gel colors to choose from. I found the perfect color I had in mind, and I love it. The overall job (simple gel manicure) is satisfactory, but not awesome enough to overlook the filth and general poor decor of the salon (nails in the wall, old Christmas lights, weird candy  toys adorning the wall-just, no).",3
zj59j7f8Gfs2oz2b_sof2Q,"Immediately after my son installed new struts on my old Toyota, I went to Pep Boys to have it aligned.  Right after this my car was making a loud clanking sound in the front end.  After 4 day of the noise getting progressively worse, I was afraid to drive the car.  I took the car back into this store and could have absolutely been TAKEN!  The employees and mechanics are professional, kind, and most of all HONEST!!!  I was sure they were going to tell me that the $400 struts were bad or that the installation was wrong....It turned out to be a loose bolt!  They thanked me for my business and sent me on my way!  I could not be happier with the service at the Lake Meade Store!",5
3mUWii6e1N9iidtitc-lig,"I had a serious problem and Strictly Diesel made it painless.  My entire fuel system needed replacement.  It was a complex problem and insurance was involved.  From Gary to Keli the customer service was over the top.  I received regular telephone updates, great listening and awesome courtesy.  My 2012 F450 runs like new.",5
32o76300JfF2By31RguTxw,"Honesty alert - I've never made it past ice cream.  I want to I do - serious pizza lover right here - but when a small sugar cone is $3, massive and so creamy and rich - you never get inside. 

Pumpkin is my favorite but only seasonal so the cookie dough becomes my go to...and if you have the room they literally serve the worlds best banana split - they even ask how you want it - traditional or sub out flavors for the ice cream - do the traditional and thank me (just after you thank them).",5
Uy-7c0ktkmn_0gTueW7BSA,"Sigh. I guess it's inevitable. I have to write a Beauty Bar review.  Welp...here goes.

I'd just like to start out by saying I really have to give the BB kudos - they and the Griffin really stuck out their necks (and pocketbooks) to forge ahead solo on Fremont East before it became established as the hipster haven it is becoming / has become. For that alone, they earn my respect. A friend and I stopped in early one evening when they first opened - I remember a well stocked bar and foxy tattooed bartenders that were really nice to boot!

Since then I've seen some terrific bands there over the years both inside and outside on the back patio, such as Nashville Pussy (outside in freezing temps), Andre Williams, various punk rock bowling shows, and the amazing Bellrays performed to an audience of five one night stuffed into the space in one of the front window bays. That said, I seem to enjoy this place less and less each and every time I come.

First off - it's TOO FREAKIN' LOUD inside. Whether there's a band playing or a DJ spinning records the sound level in this place borders on painful. There is such a thing as a comfortable music level - even for loud rock and roll in a divey bar. I know, I know...if it's too loud, you're too old - well, maybe I am.

Secondly - BEER IN A CAN (blaaargh). The Beauty Bar used to serve bottled beer (that you would pour into a plastic cup to go out on the patio). I understand the safety concerns and the reasons behind the plastic party cup, but seriously?  Can you not have ONE decent light beer bottled or on tap? Nothing bums me out more than beer in a can. For real. 

I really want to love the BB - and I didn't mind it there for a while - but it seems to get more low budget and lackluster each and every time I go.  This last time we went my friend asked for scotch - and they stared at her quizzically before telling her they don't have scotch. At a bar. Kind of sad, when they have so much possibility to be a stellar venue.",2
ZlVB9RHUJM2QEX69q_lwxw,"Walking into this amazing establishment was took me to burger church and I was have a moment. I didn't eat my burger right away but later that evening that burger was still equally delicious, but my root bear float was on point! That ice cream was fantastic So much so that I was tempted to have a second one, but constrained myself because of all the attractive people sitting around me! 

Can't wait for my next trip to Toronto for my next religious experience! Praise the burger!",5
TBFXrYr4GHnwvpNBjnF6WA,"I am astounded by the crazy high rating for this restaurant. It is perfectly fine, but the selection is fairly limited, and my trio signature dish was adequate but not special.

Service was a little awkward - friendly enough, but amateur. The waiter brought one diner's salad before her side dish, though she clearly ordered them together. Then it was a lengthy wait before anything else came out. This is but one example of things feeling a little off.

Worst of all, something very bad had happened in the ladies' room that we felt compelled to inform management about. So maybe I just was suffering from a lost appetite.

Fine, but I expected more.",3
KEBI-DoNELXSQmLixltTkw,"Very friendly service and the food is reasonably priced and tastes alright.

We've dined here several times. We love mom and pop shops, but this cafe is only alright. There are a few places further about (10 minutes away) that have better food quality at the same price point.

Overall experience and ambience is very very very casual. Maybe a little too casual. Everything is served in and on unappetizing styrofoam. The space is cluttered with ""stuff"". A little more concern about presentation of their space and food would elevate guest experience immensely.

If you're in the neighborhood, short on time and would like some Filipino food, and are not too concerned about feeling like you might be eating in some stranger's slightly cluttered living room, then this place will probably satisfy you.",3
HMmNLiZzPfXvQm7sta7OXQ,"Rolls aren't that great, but the extensive appetizer list is really good.  They offer a lot of stuff on the AYCE appetizer list that other sushi places don't, like the cod, yellowtail collar, smelt fish, kalbi, etc.  If you want rolls, there are better places to go.",4
EXZ5xzoRs_hMk6bFDEP-QQ,Pride in service and the food was amazing!! We have never had visited this location but it will now be one of my regular stops! I was very impressed with the whole experience. The food was delicious the portions were perfect and the service was excellent. Joshua our server was incredible professional and very attentive. We were leaving and 3 nicely dressed managers with big smiles opened the doors to let us out and thanked us for coming in! WOW!! Highly Recommended!,5
MwqV-wR5ypflfmixUHyU9A,Great beer.  Great atmosphere. Great burgers.  Great breakfast.  Order my burger cooked medium and they ACTUALLY cooked it medium!,5
xIYysRw-xcvhNvjrEDtS8Q,"Found our new summertime addiction.   Inexpensive treat, only downfall is no where to enjoy my snowcone there.  Froggies is in a corner of a parking lot,  so we take ours to a nearby park or home to enjoy.   
Mix and match their flavors or enjoy their menu. The staff is wonderful and will mix whatever you want!!!  We'll be back!!",5
i2s9mEN39iMALZfgdqqEAA,"I need to start by saying they never cleaned my carpets.  I wish there was a way to write a comment without leaving an actual review or leaving a star rating.  Since there is not this is the only way I have to express my dissatisfaction.  Earlier this week I got a flyer in the mail advertising 3 rooms for $119.  I really just have two rooms that I feel need to be cleaned at the moment (plus I was going to have them do my stairs but we never made it far enough to get to that) but the mailer says the max size of each room is 250 sqft.  Well each of my rooms is just over 300 sqft (about 640 sqft total between the two) so I called to ask if I could just have two rooms done for the price of the three and they told me ""no"" and that each room over 250 sqft counted as two rooms so I would have to pay the price for four rooms.  This makes zero sense to me since it would certainly be easier to clean two rooms (especially since they are connected) of just over 600 sqft than it would be to clean three separate rooms of the same square footage.  I don't appreciate the way they do business so I would definitely not recommend anyone call them.",1
3GB_IE7A1SqjcxmJZE0JGA,"My first time here I was seated quickly since I came early in the evening. I purchased three Groupons for $7 off per Groupon. I chose the Seafood Miso hot pot and it was beautifully sizzling. I asked for an extra plate for clam, shrimp, and crab shells. It was delicious and the waiter was able to guide me through the do-it-yourself sauces and answered my questions.",4
gbGLaiVRAtVll-cKDUau3Q,"Bacchanal buffet at Caesar's Palace is an absolutely must do when in Las Vegas. Seafood, Meats, Vegan, Veggies, Sweets, Beverages, Asian, American, Italian, Mexican, French, English... If you can think of it, they got it! The Sunday brunch at $52 is a bargain! Everything is of the highest quality and in abundance. You may grace the buffet for two hours. Meter yourself, but be sure to sample everything. With that said take a quick tour before plate loading begins. Have fun at each of the serving station. Two of my faves are the noodle station and the seafood station, but beware... There is no stomach pumping station! Lol... You will definitely want to let out your belt when you're done or better yet, wear your Sansa belts! This is one day a year that you can live it up!",5
hCKfTyvMGbSnb9mM_e3-hg,Great school. Been going for 3 years now part time. I'm in my last year to get my degree. I feel safe and comfortable at this school. Clean too. Updated and remodeled buildings. The health building is amazing which is where my organization gam is. Cafeteria in the main building is great too. I love going to school here.,5
nZzPeM96maMhr5ajiViMgg,"It's family friendly, lively atmosphere, COMFORTABLE seating, and very yummy food!  Service was quick and attentive!  We will be back!",5
XVpqrR-YTCBHI6aAGFtvkw,"We were too full from a massive lunch we ate to eat a real dinner, so we decided to eat dessert for dinner. We found this place on Yelp and headed out.

Such a good decision.

My mango-roasted pineapple-coconut molded mousse was out of this freaking world, and husband and dad both really enjoyed their white-chocolate-ganache-topped eclairs.

All three of us ordered large glasses of milk with our desserts, and, weird as it is, it was some of the best milk any of us had ever had. 

Decadent, beautiful, delicious treats abounding.",5
htjop-CpLTjlfFb4IG1Pcw,"Whenever,  wherever I my roam if there's a Portillo's near I will find it and make time to go.

This location, in my experience, was identical to any Chicagoland location.  They were packed - which is typical for these guys during the lunch hours and were handling it with grace.  To some this it too slow, too chaotic, but to anyone who knows these joints, knows it's part of the price you pay for the delicious b, b, b, b, BEEF, The Gravy, the chill and Chicago dogs, the Italian combos, the chop salad THE CHOCOLATE CAKE.

If you have never been here, man you gotta go and if you know Portillo's, it's exactly what you know and love!",4
WhTQZZkKsf5SmqgFJp89oA,"Peppersauce Cafe is one of my favorite places to eat. Though there are many amazing dishes here, my favorite is the pulled pork sandwich. It is topped with onion rings and is FANTASTIC!. I discovered this restaurant about 3 years ago when I was working in the area. I have taken many customers and friends there for lunch. It's a real home cooked meal for just over the price of what you would get fast food. The staff is courteous and remembers who you are. I think that's important for businesses.  Anyhow, Peppersauce gets two thumbs up from me!",5
ccDtCEbhf4hvtAwl12cqSw,"My opinion about Freshii, the good press, and other juice bars that have sprung up around the city is a subpar smoothie/juice + huge markup for the price. Often they contain yogurt which is not exactly lactose friendly and can be unhealthy/poor quality. theyre also extremely expensive (over $10 for a 500ml bottle)??

this place is amazing! It's pure ingredients that they juice/blend right in front of you and the prices are probably the best in the city for juice. you pay $8.50 for 1 Liter. its because this is not a huge chain with the goal of maxing profit, but a really friendly couple who runs an honest business and will even pour the leftovers in a little cup for you to drink!",5
IdEJ4Rr-HunUr8tsirPb4Q,"The crispy beef is a must have!!! This restaurant is heavy in my rotation for delivery.... And the owners are nice and genuine. 

Best Thai joint that I've found in mississauga.",4
ILzUH1LlU-zQmuCWj-11iQ,I tried the Joelato Bada Bing Cherry. It was OK but nothing I'd come back for. I declined Liking them on Facebook to save a dollar.  I figured if they're buying Likes I was obligated to post an un-paid-for review. Cute decor. Convenient drive-thru due to open this week. You can try the product yourself and see if you're more enthusiastic. Thrive Acai Bowl is right up the street for comparison. When I recommended that to a friend she said it changed her life. Joe's should use their deep pockets to buy them out and sell it in their drive-through!!,2
KaKtWiIQWG-gfEsSg_I22Q,"I went to this place on its opening time at 11:30. and i have to say 2 things, this rating reflects that the service is 5 star quality,. however the food is 1-2 star quality, hence the 2 star. we ordered their signature noodle, a beef jerky appetizer, crispy chicken, and a brown sugar sticky rice. 40 minutes later. we have the noodle which was okay and average, the extremely tiny beef jerky appetizer for 6.99 as shown in my picture, which has a taste of prepacked beef jerky. and we couldn't' wait any longer for a crispy chicken and brown sugar sticky rice that just couldn't arrive. the servers did apologize profusely and repeatedly hence the service 5 star. however we still never got the food, and by that time we pretty much just gave up and left. i have to say this chain restaurant from china which is relatively popular has not really caught up to the hype. and also we tried to order one of the rice meals, however we were informed none of them are ready to be ordered yet. so basically just disappointment all around unfortunately. i can't really recommend this place to anyone as our experience was not exceptional. outside of the servers actually being nice and caring, we can't give it a high rating cause most of the food could not even arrive, and the ones that did arrive was underwhelming",2
eeiOryvLMStOwNd6iwJYdA,"I shop at the Glendale and 35th Ave. store for produce only. The store is fairly new so it is large and clean, with a festive ambiance (very loud music, and the occasional dancing clowns). The produce is fresh and the prices are fantastic.

You can find things here that you can't get elsewhere, like Mexican papaya, every kind of chili pepper you can imagine, nopales cactus pads and other exotic items. 

On Weds and Thurs there are amazing sales and so the store gets quite crowded, so go early if you can. And be prepared to wait for awhile to check out. 

They also have a bakery, they make tortillas in-house and they have a salsa bar and a lunch counter with Mexican food that I haven't tried, but smells very good.

Different locations may have different quality of produce. I went to the location on Thomas and found great papayas but green bananas, then that same day I went to the one on Glendale and 35th Ave and found ripe bananas but bruised, past-their-prime  papayas.

I would not buy meat or fish here or anything else for that matter. Just produce. Be aware, it's all non-organic.

Better produce and way more charming than any other supermarket.",4
1YciCeHtJYKOw7wnc-c30g,"Damn great, old school service, and, for my California-starved soul--FOIE GRAS!!! (melted in my mouth...could have died happy then and there) Wonderful retro cocktail menu (yeah, I happily knocked back a few Moscow Mules), well-priced, superbly cooked steak and I'm still dreaming about that onion side w/ jalapeño peppers on top... However...it wouldn't kill them to turn on a few more lights! Dining room as dark as a cave...I could barely see my succulent viands!!! Did dig the film spools as ceiling decoration.",4
hmIjbkZxP87fYD_0Y2-IJQ,"WORST EXPERIENCE IN A RESTAURANT EVER.

I still cannot even believe what happened at the Grille on 8/9/16.
I dined with 3 friends on a warm evening and decided to sit on the patio. Hostess took us to our seats and when we were finally greeted by our waitress, she chastised us for sitting outside. She had an attitude right from the get-go, she clearly did not want to wait tables outdoors.  It was our first time at the Grille, so we had a lot of questions about the menu, portions, etc to which our waitress answered. Annoyed, but answered. Our drinks arrived a little delayed, delivered by a bartender. We were the only table outside and there were few cars in the lot, so we didn't imagine it would be busy. Service was slow enough you would have expected a full house.

Most of our food came out together, but of course delivered by someone other than our waitress. In the lull between ordering and delivery, the waitress never brought any condiments, napkins, silverware or anything. The food came and we had to wait to eat it because of this. My friends split a cheeseburger and there was nothing with it. No pickles, lettuce, tomato, onion... so friend asks waitress for at least some pickles. Waitress says haughtily 'well you could have had some pickles if you'd have asked for them!'. She arrives moments later with a plate of pickle spears.
My companions have all started eating and are nearly finished, but my food has not yet arrived. 6 lousy teriyaki wings. Then all of a sudden, a short angry man comes walking over with the wings and THAT'S WHEN SHIT WENT DOWN. He was yammering on about something then said 'Who has the wings?' when I replied he literally DROPPED the plate in front of me and said 'Here's your fuckin wings'. Our jaws hit the table once we realized he was not kidding around. He (THE OWNER!) was clearly upset over something he thought we said about fat, bald Greek men and was screaming and causing quite a commotion. He told us he didn't need us making all that noise in his restaurant and he didn't want people like us in his restaurant. Now he's walking around our table like a circling shark, he is clearly out of his GD MIND. 

I am certainly not going to touch the food he brought and now my husband is MAD so we ask for the check and get ready to leave. Angry guy says ""GET THE FUCK OUT. I own this place, I have plenty of money and don't need yours."" My girlfriend and I start walking out at this point. Other friend stops to ask the bartender for the check instead, but bartender just shakes his head and says 'He said not to....'  Husband asked people at the bar if we were being too loud and they all said ""No, he just goes off like that sometimes"".  Wait, so this is normal? And totally acceptable?

I would normally offer a fair review and comment on the taste of the food, prices, atmosphere, etc. But in this case, I couldn't care less what the rest had to offer. The food tasted like tears and bad business and the place looked like failure.
Not only will I never again patronize this establishment, I will go out of my way to tell people to never come here.

I have never been so insulted in all my life.
Still looking for the zero star rating...",1
N5tz6dgUsPiPExRx40EZ2A,"We were skeptical to watch at first but He's just soooo good!!! I know its magic, tricks, slide of hand but he's just perfect. Very funny as well!!! Highly revommended.,",5
0ooIkosLjFuDlSZv6UmYyg,I bought the wrong book from the BooKnack through Amazon.  Following their return instructions I returned it.  That was two months ago and there is still no credit to my account!  I just tried calling.  When I select the department I am put on hold but disconnected a minute later.  I emailed them through Amazon.  Hopefully they will respond.  I will not buy from them again.,1
ZYvlRt7ytiN1Ah-Y77yC-w,"I saw the pic of the Margherita Pizza and decided to order it- 
Sooo disappointed by the fact that they DO NOT put fresh tomatoes on their pizza LIKE THE PICTURE- it's just cheese and basil.

I called them to ask about it - just to get a response of ""we don't put tomatoes on ours since here's tomatoes in the sauce""......

I just paid over $20 for a cheese and basil pizza- never again.

Btw- the owner was suppose to call me back- I waited and haven't heard from her.",1
tG3LIY1p6PDYINh4MME0Aw,"Why was i so stupid that I took my husband here when both of us were sort of.. wasted.... I mean. Drunk.

I feel like we both didn't get our money's worth.. So.. Lesson Learned. Do not Go to Wicked Spoon and pay about $100 including tip (for two people) when you are Drunk out of your mind.

From what i recall...

I did enjoy the following:

*Prime Rib: Really juicy and tasty... Loved the tenderness and the flavor.. great au jus as well.....

*BACON: it's not the strips okay? They have the actual bacon slab. ---this cured my drunkness right away. Amazing amazing. I was so happy I could cry.

*Bone Marrow: talk about Cholesterol whatever. This was freaking good.

*Fried Chicken: AAAAAH MAAAZING.. and they come in cute little silver baskets.

and oh sh*t. that's all i could remember. I didn't even get any french macaron or anything for dessert.

But i shall be back. with a better appetite and a not drunk self.",5
241ZI2IR2j9c-BP9dDACGA,"David Copperfield is entertaining but not necessarily a great magic show. It is a bit on expensive side at $100+. 

Some of his tricks are really amazing and there is lot of attention to detail. I will not spoil the show for you by telling them here. But for majority of the show it is not very hard to understand how did those tricks.

It is a one time thing.",3
-h9MdeAgShYZajTemMKaFw,"Two management groups, bad food, I can go on for days. This place needs to be closed down. You can't keep putting lipstick on the same pig.",1
TJRucTfJmXWHqt-iG7Kqjg,"1) If I were a barfly, this is where I'd come to exist as such. The atmosphere is just plain cool.
2) The service is low-maintenance, and brisk
3) The menu is build-your-own, at about $3/taco. Expansive and highly customizable.

I only have one beef about this place: it's hit or miss with my own experimental taco concoctions. Which of course is partially my fault, but I feel like even when I select non-spicy items (my mouth and I don't enjoy spicy), my tacos almost always burn my face off. 
I found one winning combination though, and I kept my checklist so that I can enjoy it time and time again...",4
3duZp9S_mwk9tqa8jDYyBg,"This place has been consistently delicious for the last 7 years! I crave their red curry and fresh rolls and have been coming here several times every year. It may be a little more pricey than other viet/thai restaurants but a couple of bucks extra is well worth their reliability in serving delicious, spicy dishes that I can rely on when I bring out of town guests and colleagues here. The nicer decor make it a great business lunch option too.  The tables have nice white tablecloths and as an extra bonus, there is lots of free parking all around it. I upgraded my ranking to 5 stars from 4 because of their consistency and my increasing appreciation for their food.",5
ATY6JOF-2uf5Z_XbQrQykw,"BEST KBBQ SPOT IN TOWN. Delicious, quality cuts of meat ... mMm my mouth is watering just thinking about it . It's not all you can eat, however they have family combos that come with a lot of food and the sides are unlimited. My personal favorite is the spicy beef that you dip in melted cheese. Talk about a foodgasm. There are also these unique yummy ice cream sandwiches they give for dessert.  The service has always been great every time we've went. I think it'd  be hard to beat this place here in Vegas!",5
86LeWkRm_fEopfZm0Kf8DA,BEST DRIVE THRU COFFEE. This place is an institution in downtown Gilbert! The baristas are efficient and fun and make every customer leave happier than they came. My personal favorite is their Rebel with peach and watermelon!,5
SamthzoFW2o4zDKLQ1zKBg,"Took our party of eight, including four kids, here on a Saturday afternoon.  There was already a 30 minute wait at 5:00PM, so it must be good.  

The first thing I noticed was that this place is loud, which is great when you have kids with you.  The service was very attentive and the input all orders directly into a mini-computer as you order.  This allowed our drinks to arrive at the table almost before we were done ordering.  

My wife and I both had burgers, which were excellent.  You can tell they spend time to get the best ingredients possible and the meat was cooked perfectly.  Our boys both wanted bratwurst and they were not fans.  The brats seemed to be overcooked and were dry.   The bread was also hard and dry.  This may be preferred by some, but for the kids, it was an issue.  We also ordered some fries, onion rings and a vanilla brean shake.  All were excellent.  

The only negative I can mention was that towards the end of the meal, we felt rushed to leave.  The check was already on our table by the time I took my 2nd bite and it seemed like our server was back to our table every two minutes asking if there was ""anything I can get out of your way.""  (Which I translated as ""can you please hurry up."") I know this place is popular and they want to turn tables quickly, but if I wait 30 minutes for a table and pay $12.00 for a burger, don't rush me.  

Overall, this was probably the best meal I have ever had in a strip mall.  The decor is cool, the food was great.  I just wish we had been invited to stay longer.",4
5RO6psM8MWHbj0Rr8uF4xg,I couldn't even believe everything i was eating was Vegan. I got the buffalo crispy chicken sandwich. It was amazing and I really am so happy i got to eat here. Definitely will come again!,5
F35IodUmMMiep3rDHucJqg,"Outstanding service and excellent food. On our 1st visit, we ordered Korean bbq sauce steak and curried salmon. The entrees were excellent. Due to large number of conference attendees, the entrees were slow to prepare. The server kept us informed of the challenge and even provided complimentary appetizer and dessert.
 On my second visit, I ordered organic green salad and stuffed French toast. I felt the organic greens were a bit too heavy on salt. French toast was sweet, tangy and savory; it melted in my mouth and was delicious. We were extremely pleased with the overall experience.",5
1rQmKYf8AbGuPKz_K0Yl8g,NEVER BUY RIMS FROM VIVID RACING!!! I bought my rims back in August after talking back and forth with the sales team. The rims arrived almost a month later after being promised within the next week then when they did arrive the were the wrong ones. I allied and called and they never picked up... Until I decided to pick my friends phone up and call and sure enough they answered only to realize who it was and hang up !! HORRIBLE EXPERIENCE DO NOT BUY RIMS FROM THESE PEOPLE!! After spending over 3k on a set of rims I'm beyond speechless!,1
NFC5vYud7D1aOlc8euURIw,"My 3 pound puppies get the best treatment from Dr. B & the staff at Durango Animal Hospital.  I have been so lucky to find a vet that truly cares about the animals he treats.  They'v also boarded at the hospital and I always know that they are in good hands.  If you are new in town, like I was a few years ago, or are just thinking about changing vets, you can't go wrong with Durango.",5
m0I6GYAGz9eod31L0v89Bg,I called these guys up to fix a little leak in my house.I knew exactly where the leak was and what I wanted fixed but when the guys came over they said the leak could be anywhere. I pointed out to him where it was and he said no it could be anywhere you have to replace all your pipes. Then he told me the charge would be $9500 so I told them no thanks and they charged me $50 for wasting my time.To make a long story short I called another plumber and he said your right the leak is right where you say it is and he fixed it in a few hrs for under 500. Please do yourself a favor and do not call these guys they are total scammers. I'm so disgusted with them that every time I hear there commercial on the radio I change the channel. Really they don't even deserve 1 star they should be shut down and thrown in jail for ripping people off because  I'm sure there is a lot of nice people out there that was ripped off by them I'm just  glad they only got me for $50!,1
2Re9-Gj0DGkCkbjTg6gthQ,"Our last visit gave us great service and excellent cocktails, but not as good food as in the past.  We had the bacon wrapped dates that were stuffed with blue cheese - the bacon was very, very well done.  Our favorite flatbread with filet and caramelized onions had way more mushrooms than filet, way more cheese than in the past and was underseasoned.  Remembering how this dish was always such a flavor explosion, I felt weird shaking salt and pepper on it.  The caesar salad with the lemon anchovy dressing, all tied up with a proscuitto ribbon, was outstanding.  I could've eaten 4 of those.  We've enjoyed La Cave so much in the past, the other dishes overshadowed the salad, making this visit disappointing.  La Cave's not at the top of our list anymore.",3
jzxdMtcapzyTime4HuGx_Q,"AMAZING!!! Totally recommend Sherene 100 times over!  She is amazing.  I got the Boss Brow microblading done... and got the brows I always dreamed of having.  I was really nervous about getting it done, because I don't really have any eyebrows. So I did a lot of research and found Sherene's work on Instagram, and was instantly impressed! Even better than her skill (which is amazing) is how much she cares.  I felt like my brows were as important to her as they were to me.  If you are thinking of having microblading done, your search is over... because you won't get better than Sherene!!!!!",5
1zjG_axXwG8P8rTVjAwicw,"The price ALWAYS changes when you return a car. I use business codes to get cars cheaper, and no matter what they always try to void them upon returning the car. they will also break contract and charge more than what you agree to pay. 

I recently had to pay an extra 100 dollars because the people at this location are clueless baboons that can't do anything for some reason. They supposedly have no power or ability to call a manager to fix any trouble you get at all. They just pretend you are stupid and make up extremely dumb excuses while ripping you off. 

I will never rent from Enterprise again. If you do, just be prepared when you come back to spend an extra 100-200 bucks. I came back to an added 600 dollars for my week rental, wasn't too thrilled about that one.....",1
ZHjckYqfg1ywUU6mx46Fdg,These folks routinely cater delicious coffee to my workplace so thought I'd check out their actual location.  Very cute!!  Best study space of any Phoenix coffeehouse I've found to date.,5
9azmW--j7Wtx4azttliM1Q,Awesome new spot. Great selection of beer choices tap and bottles. They also have some delicious cold pressed coffee that they have on draft by pure intentions.   Awesome art on the walls.. Cool place to meet some friends be or old.  Check it out,5
OWxIx4lefjBUxYuczWliow,"Nice Thai restaurant with a great bar area with animations projected onto the walls. Good music and a relaxed vibe.

Food was really good. We ordered the pork dumplings and coconut shrimp as a starter which were both delicious, also recommend trying the ginger fish and the red curry. They also have an interesting cocktail menu and happy hour between 3-6pm. 

Definitely worth a visit if you like Thai food.",4
